Date,Open,High,Low,Close,Adj Close,Volume
2023-07-17,88.124504,89.505188,87.909019,88.699120,88.392265,4557412
2023-07-18,88.507584,89.249802,88.204308,88.635277,88.328651,4476718
2023-07-19,88.052673,88.435753,86.855545,87.701515,87.398117,5604920
2023-07-20,87.821228,89.257782,87.757385,88.778931,88.471809,5158852
2023-07-21,88.938545,89.289703,87.645653,88.052673,87.748062,10277106
2023-07-24,88.108543,88.571426,87.837189,87.988831,87.684433,6687261
2023-07-25,91.380684,94.142059,90.686356,93.503593,93.180122,21329067
2023-07-26,93.487633,93.687149,90.542702,91.556267,91.239532,9449750
2023-07-27,92.226654,93.583397,91.723862,92.114922,91.796249,7752311
2023-07-28,92.202713,92.458099,90.997604,91.292900,90.977074,5600785
2023-07-31,91.332802,91.580208,90.758179,91.173187,90.857773,5169252
2023-08-01,90.734238,91.141258,89.600960,90.359138,90.046539,6595040
2023-08-02,90.159615,90.582603,89.329613,89.361534,89.052391,5377375
2023-08-03,89.249802,90.319237,89.026337,89.672783,89.362572,4347409
2023-08-04,90.039902,90.877892,89.225861,90.231445,89.919296,6118274
2023-08-07,90.614525,91.763763,90.614525,91.564247,91.247482,4140914
2023-08-08,91.292900,91.644051,90.279327,90.622505,90.308998,4735463
2023-08-09,90.901833,90.925781,89.369514,89.521149,89.211449,3900213
2023-08-10,89.744614,91.811653,89.744614,90.638466,90.324898,5853515
2023-08-11,90.614525,92.090981,90.542702,91.460495,91.144089,4463437
2023-08-14,91.380684,92.458099,91.141258,92.218674,91.899651,4916020
2023-08-15,91.500397,91.508377,90.558662,90.861931,90.547600,4276614
2023-08-16,90.766159,92.051079,90.558662,90.638466,90.324898,4614924
2023-08-17,90.965683,91.292900,88.539505,88.555466,88.249107,5734981
2023-08-18,88.028732,89.329613,87.805267,89.217880,88.909241,5651281
2023-08-21,89.417397,89.768555,88.603355,89.401436,89.092163,3686075
2023-08-22,89.505188,90.223465,88.459694,89.114128,88.805840,3308421
2023-08-23,88.986435,90.790108,88.986435,90.558662,90.245384,3568043
2023-08-24,90.343178,90.949722,88.603355,88.619316,88.312744,4211960
2023-08-25,88.946526,89.680763,87.964882,89.361534,89.052391,3903596
2023-08-28,89.824425,91.205109,89.505188,90.949722,90.635086,3524313
2023-08-29,90.718277,92.314445,90.119713,92.043098,91.724686,5833091
2023-08-30,91.660019,92.242615,90.941742,91.229050,90.913445,6086573
2023-08-31,91.444534,91.731842,90.830009,91.348763,91.032745,5218620
2023-09-01,91.795692,92.146851,90.606544,91.173187,90.857773,4435119
2023-09-05,90.734238,91.133278,89.632881,90.087791,89.776131,4406550
2023-09-06,90.063850,91.037514,89.329613,89.928169,89.617065,5018014
2023-09-07,89.561050,90.303268,88.914604,89.217880,88.909241,4139035
2023-09-08,88.986435,89.409416,88.762970,89.162010,88.853561,3170967
2023-09-11,89.584999,91.221069,89.481247,91.189148,90.873688,5272499
2023-09-12,91.181168,93.232246,90.981644,91.779732,91.462227,5275255
2023-09-13,91.532326,92.067039,89.896248,90.662407,90.348770,3508651
2023-09-14,91.276932,93.543495,91.237030,92.298485,91.979179,6637768
2023-09-15,92.114922,92.505989,91.141258,92.170792,91.851921,8437076
2023-09-18,92.402237,93.719070,91.715881,93.032722,92.710884,4700880
2023-09-19,92.593773,93.120514,91.955307,92.745415,92.424568,3882045
2023-09-20,93.000801,93.910614,91.636070,91.660019,91.342926,5134919
2023-09-21,90.941742,91.252991,89.433357,90.175575,89.863617,5760292
2023-09-22,90.103752,90.343178,88.643257,88.786911,88.479759,6249463
2023-09-25,88.363930,89.353554,88.292099,89.162010,88.933693,4741101
2023-09-26,88.587387,89.337593,87.589783,87.733437,87.508774,6022043
2023-09-27,88.292099,89.074219,87.909019,88.499603,88.272980,5912656
2023-09-28,88.635277,90.175575,88.451714,89.656822,89.427238,5518337
2023-09-29,89.888268,89.984039,87.717476,88.228249,88.002319,4924165
2023-10-02,88.148445,88.747009,86.272942,86.823624,86.601295,5389278
2023-10-03,86.440544,87.781326,85.426971,86.001595,85.781372,8624900
2023-10-04,86.169197,87.158821,85.682365,86.871506,86.649055,4876551
2023-10-05,86.488426,87.110931,85.538704,86.767754,86.545570,4819539
2023-10-06,86.472466,89.305664,86.153229,88.962486,88.734680,5284026
2023-10-09,88.595367,88.699120,87.422188,87.996811,87.771477,5418473
2023-10-10,88.754990,90.175575,88.467674,88.970474,88.742645,5707039
2023-10-11,89.385475,90.502792,89.233841,90.391060,90.159592,3580573
2023-10-12,90.582603,90.774139,88.395851,88.850761,88.623238,3861746
2023-10-13,88.826813,88.962486,86.719872,87.294495,87.070961,4578337
2023-10-16,87.701515,88.523544,86.185158,87.102951,86.879906,5616698
2023-10-17,86.791702,88.339981,86.241020,87.805267,87.580421,4916647
2023-10-18,87.007179,87.454109,85.722267,85.849960,85.630119,6080433
2023-10-19,85.929771,87.071030,85.131683,85.355148,85.136574,5035055
2023-10-20,85.155624,85.586594,84.221870,84.660812,84.444023,9714760
2023-10-23,84.980049,86.432564,84.756584,85.147644,84.929604,7300229
2023-10-24,88.627296,91.691940,86.448524,90.678375,90.446175,15904078
2023-10-25,91.245010,91.245010,88.659218,88.747009,88.519753,8224191
2023-10-26,89.201912,89.640862,85.371109,86.831604,86.609253,9738191
2023-10-27,87.182762,87.661613,84.381485,84.876297,84.658958,6677237
2023-10-30,85.810059,88.172386,85.730247,87.637672,87.413254,5611435
2023-10-31,87.398247,87.589783,86.264961,86.695930,86.473923,6349452
2023-11-01,86.432564,86.456505,84.461296,85.594574,85.375397,12703791
2023-11-02,86.895454,87.174782,85.682365,86.017555,85.797287,9398127
2023-11-03,86.632080,87.350357,86.264961,86.927376,86.704781,6941620
2023-11-06,87.222664,89.289703,86.624100,89.209892,88.981453,6131806
2023-11-07,88.874702,90.127693,88.475655,89.225861,88.997375,5237415
2023-11-08,89.545090,91.021545,89.377495,90.861931,90.629265,6065021
2023-11-09,91.260971,91.596169,90.127693,90.255386,90.024269,5786605
2023-11-10,90.766159,92.226654,90.335197,91.995209,91.759636,4382618
2023-11-13,91.891457,93.024742,91.548286,92.194733,91.958649,5753776
2023-11-14,92.976852,93.822823,92.234634,93.575417,93.335793,6007634
2023-11-15,93.343971,93.774940,92.354347,92.817238,92.579559,5245309
2023-11-16,93.048683,94.940147,92.825218,94.924179,94.681107,5825072
2023-11-17,95.235435,95.834000,94.924179,95.714287,95.469193,5186418
2023-11-20,95.714287,96.360733,95.482841,95.826019,95.580635,5190678
2023-11-21,95.610535,95.969673,95.003990,95.682365,95.437347,3506019
2023-11-22,95.690346,96.161217,95.259377,95.450920,95.206497,3773785
2023-11-24,95.754189,96.049484,95.514763,95.746208,95.501030,1981995
2023-11-27,95.530724,96.025536,95.227455,95.746208,95.501030,3984415
2023-11-28,95.746208,95.857941,94.620911,94.852356,94.609467,4378107
2023-11-29,95.387070,95.530724,94.533119,94.860336,94.617432,3792831
2023-11-30,95.011971,97.238625,94.892258,97.206703,96.957787,10174611
2023-12-01,97.126892,98.363930,96.943336,97.765366,97.515015,5668572
2023-12-04,97.214684,97.693535,96.695930,96.991219,96.742851,4747116
2023-12-05,96.576218,96.711891,95.762169,95.953712,95.708000,3688206
2023-12-06,96.632080,97.829208,95.530724,95.618515,95.373665,3964241
2023-12-07,95.371109,95.786110,94.309654,95.355148,95.110977,5064626
2023-12-08,95.051872,96.424583,94.956108,96.241020,95.994576,4925418
2023-12-11,96.241020,96.496407,95.482841,95.993614,95.747803,4643869
2023-12-12,96.560257,97.749397,96.256981,97.621712,97.371727,4664543
2023-12-13,97.470070,97.653633,96.185158,96.711891,96.464241,5506309
2023-12-14,96.671989,97.685555,95.690346,96.847565,96.599564,10454155
2023-12-15,97.693535,98.699120,97.230644,98.347961,98.096123,13586279
2023-12-18,98.699120,98.834793,98.244217,98.675179,98.422501,5206215
2023-12-19,98.723068,100.542702,98.723068,100.510773,100.253395,5957138
2023-12-20,100.103752,100.734238,98.339981,98.459694,98.207573,6231921
2023-12-21,99.146049,101.396645,99.114128,101.332802,101.073318,5185165
2023-12-22,101.667999,102.178772,100.702316,101.109337,100.850426,4030650
2023-12-26,101.197128,101.923386,101.069435,101.731842,101.471336,2480063
2023-12-27,101.276932,102.482040,101.237030,102.314445,102.132759,3314310
2023-12-28,102.154831,103.112534,102.003189,102.410217,102.228363,3965494
2023-12-29,102.346367,102.537910,101.324821,101.859535,101.678658,4441133
2024-01-02,101.364723,102.274544,99.952118,100.518753,100.340256,5189425
2024-01-03,99.856346,99.936150,98.683159,99.010376,98.834557,4531850
2024-01-04,99.201912,100.375099,99.098167,99.489227,99.312561,4364199
2024-01-05,99.680763,100.830009,99.545090,100.790108,100.611130,4190157
2024-01-08,100.734238,102.498009,99.130089,102.378288,102.196487,6920068
2024-01-09,101.572227,102.777336,101.316841,102.777336,102.594833,4815028
2024-01-10,102.713486,103.886673,102.561852,103.511574,103.327766,4571320
2024-01-11,103.846771,103.910614,102.003189,103.615326,103.431335,5014005
2024-01-12,104.229851,104.389465,103.096565,103.583397,103.399460,5640380
2024-01-16,103.112534,103.631287,101.548286,102.130882,101.949524,6314619
2024-01-17,101.691940,102.697525,100.710297,101.260971,101.081161,5031171
2024-01-18,101.516357,102.689545,101.173187,102.593773,102.411591,6508082
2024-01-19,102.713486,103.790901,101.707901,103.599365,103.415398,6154611
2024-01-22,103.974464,105.562653,103.958504,104.732643,104.546661,10052443
2024-01-23,101.859535,105.251396,100.957703,103.711090,103.526924,13333800
2024-01-24,103.966476,104.062248,100.917793,103.695129,103.510994,10785198
2024-01-25,104.261772,105.746208,103.503593,103.695129,103.510994,6086573
2024-01-26,104.173981,105.538704,104.062248,104.700722,104.514801,4696495
2024-01-29,104.868317,105.458900,103.503593,104.628891,104.443100,6126544
2024-01-30,104.932159,107.166801,104.724663,106.887466,106.697662,7871346
2024-01-31,106.759773,107.318436,105.442940,105.682365,105.494698,6253472
2024-02-01,106.169197,108.108543,105.722267,108.068634,107.876732,6190572
2024-02-02,108.084595,109.664803,107.773346,108.970474,108.776970,6103864
2024-02-05,108.523544,110.646446,108.339981,109.904228,109.709068,7158013
2024-02-06,109.880287,110.446930,109.002396,109.800476,109.605499,6026178
2024-02-07,110.630486,110.798088,110.079811,110.534714,110.338432,5807655
2024-02-08,110.654427,111.316841,110.335197,110.973663,110.776604,4327110
2024-02-09,110.941742,111.276932,110.303268,111.157227,110.959839,4324604
2024-02-12,111.364723,112.386276,110.853951,111.867516,111.668869,4516313
2024-02-13,111.596169,113.160416,110.686356,113.144455,112.943542,9054930
2024-02-14,114.126099,117.238625,113.607346,116.919395,116.711777,13116028
2024-02-15,117.318436,118.826813,117.150841,118.411812,118.201546,8627532
2024-02-16,118.874702,120.000000,118.523544,119.042297,118.830910,8616756
2024-02-20,118.930565,119.984039,117.972862,118.611336,118.400711,7166032
2024-02-21,118.491623,119.225861,117.845169,118.970474,118.759216,5304826
2024-02-22,119.592979,121.508377,119.592979,121.045494,120.830551,5753024
2024-02-23,121.308861,122.745415,121.237030,122.370308,122.153008,7066168
2024-02-26,122.633682,123.846771,122.553871,123.519554,123.300217,7705449
2024-02-27,123.695129,123.711090,122.186752,122.897049,122.678818,7300354
2024-02-28,123.032722,125.227455,122.761375,124.189941,123.969414,7633025
2024-02-29,124.493217,125.442940,123.782921,125.211494,124.989151,8177329
2024-03-01,125.299278,127.150841,125.195534,126.616119,126.391281,8698201
2024-03-04,127.190742,129.106140,126.560257,128.499603,128.271423,8402242
2024-03-05,128.906631,129.409424,124.964088,125.985634,125.761917,8003663
2024-03-06,126.975258,128.475662,126.472466,127.294495,127.068451,8198755
2024-03-07,129.321625,133.064651,128.946533,132.881088,132.645126,14393838
2024-03-08,135.283325,140.311249,133.559464,134.046295,133.808258,21242234
2024-03-11,133.351959,134.413406,130.071823,132.928970,132.692917,9338609
2024-03-12,133.639267,133.918594,130.830002,133.647247,133.409927,6928589
2024-03-13,132.090988,136.512375,132.090988,135.802078,135.560928,8462887
2024-03-14,135.873901,136.272949,132.186752,133.080612,132.844299,9460777
2024-03-15,132.202713,136.073425,131.596176,134.788513,134.549164,13263757
2024-03-18,134.844376,136.272949,134.541107,135.602554,135.361755,6228788
2024-03-19,135.522751,138.810852,134.876297,138.435760,138.189941,9360787
2024-03-20,137.757385,139.489227,137.278534,138.810852,138.564362,7229434
2024-03-21,139.361526,141.300873,138.140457,140.973663,140.723328,7890893
2024-03-22,140.702316,141.660019,139.728653,139.784515,139.536301,6842132
2024-03-25,139.393463,140.071823,137.901031,138.459702,138.213837,6288181
2024-03-26,138.459702,139.704712,137.589783,138.507584,138.261627,5056983
2024-03-27,139.680771,143.942535,139.409424,143.750992,143.495728,12606433
2024-03-28,143.615326,143.631287,139.130081,140.087784,139.839020,12122274
2024-04-01,140.143661,140.486832,138.116516,139.952118,139.703598,7399592
2024-04-02,140.529999,144.509995,133.990005,136.470001,136.227661,20490400
2024-04-03,138.149994,147.940002,138.009995,145.619995,145.361404,16208500
2024-04-04,146.649994,151.990005,146.210007,147.389999,147.128265,11880200
2024-04-05,148.529999,156.470001,148.529999,156.300003,156.022461,14768500
2024-04-08,157.470001,157.949997,153.699997,156.520004,156.242065,9588800
2024-04-09,156.130005,157.869995,150.929993,154.490005,154.215668,8808800
2024-04-10,151.889999,157.789993,151.649994,156.610001,156.331909,8075400
2024-04-11,157.070007,158.440002,154.750000,157.679993,157.399994,6063200
2024-04-12,155.899994,156.979996,153.029999,154.630005,154.630005,6846900
2024-04-15,157.199997,158.690002,152.690002,153.699997,153.699997,6423700
2024-04-16,152.699997,157.020004,152.000000,156.759995,156.759995,6187200
2024-04-17,158.000000,158.679993,153.630005,155.669998,155.669998,6519900
2024-04-18,156.679993,158.000000,152.880005,152.940002,152.940002,6186600
2024-04-19,153.449997,153.529999,146.779999,148.059998,148.059998,9563800
2024-04-22,148.830002,151.910004,148.830002,150.190002,150.190002,7322800
2024-04-23,157.830002,163.649994,152.820007,162.619995,162.619995,19250900
2024-04-24,161.869995,162.339996,155.559998,159.190002,159.190002,10416000
2024-04-25,158.089996,161.479996,157.119995,161.259995,161.259995,5908200
2024-04-26,161.009995,163.369995,160.309998,162.350006,162.350006,5898000
2024-04-29,163.000000,166.070007,163.000000,164.490005,164.490005,5371700
2024-04-30,163.559998,166.259995,161.580002,161.820007,161.820007,6723600
2024-05-01,162.570007,163.300003,158.820007,159.699997,159.699997,4775800
2024-05-02,161.389999,162.820007,159.419998,162.639999,162.639999,5030400
2024-05-03,165.300003,165.300003,162.010101,164.110001,164.110001,3824630
